Runda,Data,N1,N2,N3,N4,N5,N6,,,,,,,
Tragerea #1621,2017-05-25,4,20,15,2,10,19,,,,,,,
Tragerea #1622,2017-05-28,11,13,2,43,12,39,,,,,,,
Tragerea #1623,2017-06-01,48,30,19,38,36,29,,,,,,,
Tragerea #1624,2017-06-04,39,19,14,12,26,16,,,,,,,
Tragerea #1625,2017-06-08,7,6,16,26,18,9,,,,,,,
Tragerea #1626,2017-06-11,8,49,38,17,33,28,,,,,,,
Tragerea #1627,2017-06-15,20,15,4,39,46,3,,,,,,,
Tragerea #1628,2017-06-18,38,3,48,30,1,12,,,,,,,
Tragerea #1629,2017-06-22,2,40,22,44,42,30,,,,,,,
Tragerea #1630,2017-06-25,9,28,12,46,8,19,,,,,,,
Tragerea #1631,2017-06-25,13,47,17,44,27,6,,,,,,,
Tragerea #1632,2017-06-29,33,31,28,4,5,26,,,,,,,
Tragerea #1633,2017-07-02,11,32,28,37,36,48,,,,,,,
Tragerea #1634,2017-07-06,15,17,21,49,30,25,,,,,,,
Tragerea #1635,2017-07-09,26,30,8,24,35,23,,,,,,,
Tragerea #1636,2017-07-13,49,4,26,32,27,43,,,,,,,
Tragerea #1637,2017-07-16,16,15,5,22,7,40,,,,,,,
Tragerea #1638,2017-07-20,7,14,44,27,45,4,,,,,,,
Tragerea #1639,2017-07-23,4,38,39,11,15,36,,,,,,,
Tragerea #1640,2017-07-27,47,16,11,38,10,26,,,,,,,
Tragerea #1641,2017-07-30,25,48,28,38,1,24,,,,,,,
Tragerea #1642,2017-07-30,41,20,7,5,9,3,,,,,,,
Tragerea #1643,2017-08-03,14,16,44,2,27,9,,,,,,,
Tragerea #1644,2017-08-06,25,7,9,37,43,29,,,,,,,
Tragerea #1645,2017-08-10,16,14,7,47,21,27,,,,,,,
Tragerea #1646,2017-08-13,38,3,28,31,32,18,,,,,,,
Tragerea #1647,2017-08-17,48,27,29,23,8,20,,,,,,,
Tragerea #1648,2017-08-20,48,46,5,30,19,32,,,,,,,
Tragerea #1649,2017-08-24,26,16,37,36,13,22,,,,,,,
Tragerea #1650,2017-08-27,48,17,43,2,13,15,,,,,,,
Tragerea #1651,2017-08-31,18,11,24,39,12,34,,,,,,,
Tragerea #1652,2017-09-03,23,24,8,45,40,35,,,,,,,
Tragerea #1653,2017-09-07,15,36,20,24,2,6,,,,,,,
Tragerea #1654,2017-09-10,20,25,45,48,37,21,,,,,,,
Tragerea #1655,2017-09-17,21,30,39,46,3,9,,,,,,,
Tragerea #1656,2017-09-17,5,14,10,23,26,40,,,,,,,
Tragerea #1657,2017-09-21,4,32,36,8,1,24,,,,,,,
Tragerea #1658,2017-09-24,32,5,4,49,44,12,,,,,,,
Tragerea #1659,2017-09-28,3,6,37,7,48,28,,,,,,,
Tragerea #1660,2017-10-01,21,38,7,6,49,13,,,,,,,
Tragerea #1661,2017-10-05,30,6,17,41,4,28,,,,,,,
Tragerea #1662,2017-10-08,5,15,28,41,32,7,,,,,,,
Tragerea #1663,2017-10-12,44,35,36,19,21,42,,,,,,,
Tragerea #1664,2017-10-15,46,22,47,43,27,28,,,,,,,
Tragerea #1665,2017-10-15,44,19,35,6,9,10,,,,,,,
Tragerea #1666,2017-10-19,8,32,11,19,29,17,,,,,,,
Tragerea #1667,2017-10-22,2,28,41,27,26,3,,,,,,,
Tragerea #1668,2017-10-26,10,21,24,22,37,23,,,,,,,
Tragerea #1669,2017-10-29,18,37,27,10,44,5,,,,,,,
Tragerea #1670,2017-11-02,49,21,24,28,39,16,,,,,,,
Tragerea #1671,2017-11-05,13,3,18,12,21,45,,,,,,,
Tragerea #1672,2017-11-09,23,47,28,7,39,9,,,,,,,
Tragerea #1673,2017-11-12,19,12,32,7,33,17,,,,,,,
Tragerea #1674,2017-11-16,21,5,44,48,11,49,,,,,,,
Tragerea #1675,2017-11-19,8,15,30,42,39,35,,,,,,,
Tragerea #1676,2017-11-23,30,10,11,45,15,37,,,,,,,
Tragerea #1677,2017-11-26,23,30,44,13,2,15,,,,,,,
Tragerea #1678,2017-11-26,37,11,35,27,12,4,,,,,,,
Tragerea #1679,2017-11-30,17,15,41,39,45,40,,,,,,,
Tragerea #1680,2017-12-03,42,20,5,4,23,38,,,,,,,
Tragerea #1681,2017-12-07,32,14,37,40,47,49,,,,,,,
Tragerea #1682,2017-12-10,38,49,10,1,46,22,,,,,,,
Tragerea #1683,2017-12-14,40,2,45,13,11,5,,,,,,,
Tragerea #1684,2017-12-17,34,30,47,46,45,26,,,,,,,
Tragerea #1685,2017-12-21,19,46,30,33,36,17,,,,,,,
Tragerea #1686,2017-12-24,18,33,17,12,44,28,,,,,,,
Tragerea #1687,2017-12-31,5,44,12,9,29,16,,,,,,,
Tragerea #1688,2017-12-31,43,36,2,42,32,28,,,,,,,
Tragerea #1689,2018-01-04,8,27,47,2,25,3,,,,,,,
Tragerea #1690,2018-01-07,4,12,5,19,33,2,,,,,,,
Tragerea #1691,2018-01-11,35,20,10,31,3,32,,,,,,,
Tragerea #1692,2018-01-14,16,36,34,30,43,27,,,,,,,
Tragerea #1693,2018-01-18,1,49,21,34,2,12,,,,,,,
Tragerea #1694,2018-01-21,47,35,17,33,23,11,,,,,,,
Tragerea #1695,2018-01-25,48,10,17,31,25,29,,,,,,,
Tragerea #1696,2018-01-28,18,34,5,28,33,2,,,,,,,
Tragerea #1697,2018-02-01,37,34,27,46,4,28,,,,,,,
Tragerea #1698,2018-02-04,37,17,26,39,35,4,,,,,,,
Tragerea #1699,2018-02-08,3,29,23,40,39,9,,,,,,,
Tragerea #1700,2018-02-11,5,14,30,34,22,18,,,,,,,
Tragerea #1701,2018-02-15,30,33,5,2,34,19,,,,,,,
Tragerea #1702,2018-02-18,21,12,42,8,37,2,,,,,,,
Tragerea #1703,2018-02-22,47,8,35,18,26,2,,,,,,,
Tragerea #1704,2018-02-25,3,1,47,19,28,34,,,,,,,
Tragerea #1705,2018-03-01,6,11,39,43,33,9,,,,,,,
Tragerea #1706,2018-03-04,17,40,3,31,19,41,,,,,,,
Tragerea #1707,2018-03-04,20,40,19,32,39,29,,,,,,,
Tragerea #1708,2018-03-08,12,4,24,42,31,2,,,,,,,
Tragerea #1709,2018-03-11,27,43,48,29,35,1,,,,,,,
Tragerea #1710,2018-03-15,34,19,3,20,10,17,,,,,,,
Tragerea #1711,2018-03-18,9,37,41,33,47,25,,,,,,,
Tragerea #1712,2018-03-22,4,15,48,2,23,20,,,,,,,
Tragerea #1713,2018-03-25,2,39,12,36,34,20,,,,,,,
Tragerea #1714,2018-03-29,23,35,31,5,6,43,,,,,,,
Tragerea #1715,2018-04-01,12,23,20,11,42,18,,,,,,,
Tragerea #1716,2018-04-08,31,9,18,29,32,21,,,,,,,
Tragerea #1717,2018-04-08,45,49,9,37,7,31,,,,,,,
Tragerea #1718,2018-04-12,2,24,43,49,16,40,,,,,,,
Tragerea #1719,2018-04-15,15,9,31,21,13,4,,,,,,,
Tragerea #1720,2018-04-19,4,21,22,27,24,37,,,,,,,
Tragerea #1721,2018-04-22,14,18,39,21,45,29,,,,,,,
Tragerea #1722,2018-04-26,14,18,19,24,33,6,,,,,,,
Tragerea #1723,2018-04-29,30,49,14,46,37,32,,,,,,,
Tragerea #1724,2018-05-03,29,37,44,3,9,6,,,,,,,
Tragerea #1725,2018-05-06,35,16,25,9,23,49,,,,,,,
Tragerea #1726,2018-05-10,1,20,39,21,43,44,,,,,,,
Tragerea #1727,2018-05-13,33,9,17,49,11,34,,,,,,,
Tragerea #1728,2018-05-17,24,34,17,8,5,20,,,,,,,
Tragerea #1729,2018-05-20,12,16,33,45,3,10,,,,,,,
Tragerea #1730,2018-05-24,1,14,38,47,33,7,,,,,,,
Tragerea #1731,2018-05-27,2,27,14,45,7,46,,,,,,,
Tragerea #1732,2018-05-31,24,33,19,28,35,4,,,,,,,
Tragerea #1733,2018-06-03,1,11,47,22,36,46,,,,,,,
Tragerea #1734,2018-06-07,43,4,38,25,16,46,,,,,,,
Tragerea #1735,2018-06-10,47,21,25,22,40,42,,,,,,,
Tragerea #1736,2018-06-14,6,23,3,35,32,44,,,,,,,
Tragerea #1737,2018-06-17,3,19,20,23,17,37,,,,,,,
Tragerea #1738,2018-06-21,30,31,19,49,17,34,,,,,,,
Tragerea #1739,2018-06-24,24,49,42,3,21,41,,,,,,,
Tragerea #1740,2018-06-28,49,23,25,24,41,4,,,,,,,
Tragerea #1741,2018-07-01,19,43,20,18,5,11,,,,,,,
Tragerea #1742,2018-07-05,28,5,44,10,26,38,,,,,,,
Tragerea #1743,2018-07-08,25,36,31,8,7,40,,,,,,,
Tragerea #1744,2018-07-12,2,42,29,39,40,44,,,,,,,
Tragerea #1745,2018-07-15,3,29,46,32,23,27,,,,,,,
Tragerea #1746,2018-07-19,23,49,5,2,41,16,,,,,,,
Tragerea #1747,2018-07-22,4,48,39,44,24,9,,,,,,,
Tragerea #1748,2018-07-26,6,12,44,27,4,30,,,,,,,
Tragerea #1749,2018-07-29,38,9,14,45,31,23,,,,,,,
Tragerea #1750,2018-08-02,21,9,8,22,40,27,,,,,,,
Tragerea #1751,2018-08-05,2,31,43,24,40,19,,,,,,,
Tragerea #1752,2018-08-09,41,42,25,28,38,30,,,,,,,
Tragerea #1753,2018-08-12,3,23,16,12,10,45,,,,,,,
Tragerea #1754,2018-08-16,5,16,37,32,3,10,,,,,,,
Tragerea #1755,2018-08-19,31,15,24,18,33,35,,,,,,,
Tragerea #1756,2018-08-23,37,14,47,28,39,4,,,,,,,
Tragerea #1757,2018-08-26,19,43,26,27,14,38,,,,,,,
Tragerea #1758,2018-08-30,29,27,12,25,7,39,,,,,,,
Tragerea #1759,2018-09-02,45,43,28,14,18,4,,,,,,,
Tragerea #1760,2018-09-06,48,26,13,28,7,22,,,,,,,
Tragerea #1761,2018-09-09,44,16,27,48,9,19,,,,,,,
Tragerea #1762,2018-09-13,42,20,3,34,31,13,,,,,,,
Tragerea #1763,2018-09-16,33,22,37,36,42,29,,,,,,,
Tragerea #1764,2018-09-16,14,10,23,30,8,37,,,,,,,
Tragerea #1765,2018-09-20,42,35,33,39,25,7,,,,,,,
Tragerea #1766,2018-09-23,34,23,15,47,4,14,,,,,,,
Tragerea #1767,2018-09-27,29,11,4,45,33,28,,,,,,,
Tragerea #1768,2018-09-30,3,5,41,44,38,32,,,,,,,
Tragerea #1769,2018-10-04,34,26,12,32,7,42,,,,,,,
Tragerea #1770,2018-10-07,21,12,40,44,33,1,,,,,,,
Tragerea #1771,2018-10-11,6,11,33,19,23,8,,,,,,,
Tragerea #1772,2018-10-14,24,45,2,49,19,47,,,,,,,
Tragerea #1773,2018-10-18,34,27,32,10,13,11,,,,,,,
Tragerea #1774,2018-10-21,7,6,22,21,43,23,,,,,,,
Tragerea #1775,2018-10-21,45,47,25,18,2,10,,,,,,,
Tragerea #1776,2018-10-25,42,33,45,5,15,16,,,,,,,
Tragerea #1777,2018-10-28,24,10,4,48,33,43,,,,,,,
Tragerea #1778,2018-11-01,34,19,7,43,9,28,,,,,,,
Tragerea #1779,2018-11-04,40,34,22,36,32,41,,,,,,,
Tragerea #1780,2018-11-08,42,19,10,37,21,45,,,,,,,
Tragerea #1781,2018-11-11,10,23,30,21,7,39,,,,,,,
Tragerea #1782,2018-11-15,28,7,48,14,22,17,,,,,,,
Tragerea #1783,2018-11-18,48,23,15,37,35,28,,,,,,,
Tragerea #1784,2018-11-18,42,48,10,5,33,3,,,,,,,
Tragerea #1785,2018-11-22,20,15,18,7,28,23,,,,,,,
Tragerea #1786,2018-11-25,22,7,2,40,14,30,,,,,,,
Tragerea #1787,2018-11-29,3,12,27,18,9,4,,,,,,,
Tragerea #1788,2018-12-02,39,46,15,11,7,25,,,,,,,
Tragerea #1789,2018-12-02,33,7,19,47,11,25,,,,,,,
Tragerea #1790,2018-12-06,19,14,7,34,20,41,,,,,,,
Tragerea #1791,2018-12-09,22,23,24,9,47,33,,,,,,,
Tragerea #1792,2018-12-13,32,41,43,25,1,19,,,,,,,
Tragerea #1793,2018-12-16,47,33,34,16,44,27,,,,,,,
Tragerea #1794,2018-12-20,24,44,13,23,32,41,,,,,,,
Tragerea #1795,2018-12-23,26,41,24,25,23,36,,,,,,,
Tragerea #1796,2018-12-31,11,12,15,30,8,4,,,,,,,
Tragerea #1797,2019-01-06,7,45,30,17,6,26,,,,,,,
Tragerea #1798,2019-01-10,8,15,31,45,26,32,,,,,,,
Tragerea #1799,2019-01-13,22,14,17,33,7,9,,,,,,,
Tragerea #1800,2019-01-17,7,45,36,15,40,34,,,,,,,
Tragerea #1801,2019-01-20,35,15,26,17,46,21,,,,,,,
Tragerea #1802,2019-01-24,39,43,17,8,6,7,,,,,,,
Tragerea #1803,2019-01-27,26,7,4,42,48,6,,,,,,,
Tragerea #1804,2019-01-31,30,7,23,12,28,27,,,,,,,
Tragerea #1805,2019-02-03,35,48,18,34,49,29,,,,,,,
Tragerea #1806,2019-02-07,30,26,25,48,32,1,,,,,,,
Tragerea #1807,2019-02-10,12,45,48,38,24,5,,,,,,,
Tragerea #1808,2019-02-14,31,49,2,46,20,3,,,,,,,
Tragerea #1809,2019-02-17,13,45,28,17,12,47,,,,,,,
Tragerea #1810,2019-02-21,26,33,11,9,24,20,,,,,,,
Tragerea #1811,2019-02-24,2,3,49,25,31,17,,,,,,,
Tragerea #1812,2019-02-28,30,21,41,32,45,3,,,,,,,
Tragerea #1813,2019-03-03,26,42,24,20,36,33,,,,,,,
Tragerea #1814,2019-03-07,20,16,18,23,15,26,,,,,,,
Tragerea #1815,2019-03-10,4,20,1,10,5,42,,,,,,,
Tragerea #1816,2019-03-14,37,39,2,32,25,23,,,,,,,
Tragerea #1817,2019-03-17,1,36,40,21,4,39,,,,,,,
Tragerea #1818,2019-03-21,30,10,5,27,8,28,,,,,,,
Tragerea #1819,2019-03-24,13,45,49,26,18,28,,,,,,,
Tragerea #1820,2019-03-28,38,6,45,36,47,11,,,,,,,
Tragerea #1821,2019-03-31,14,13,19,12,21,25,,,,,,,
Tragerea #1822,2019-04-04,44,29,46,6,1,28,,,,,,,
Tragerea #1823,2019-04-07,4,2,8,5,25,14,,,,,,,
Tragerea #1824,2019-04-11,8,10,4,49,45,27,,,,,,,
Tragerea #1825,2019-04-14,12,44,4,36,31,39,,,,,,,
Tragerea #1826,2019-04-18,8,6,33,31,42,13,,,,,,,
Tragerea #1827,2019-04-21,26,23,47,21,35,24,,,,,,,
Tragerea #1828,2019-04-27,15,8,1,29,5,43,,,,,,,
Tragerea #1829,2019-04-27,46,10,7,5,41,9,,,,,,,
Tragerea #1830,2019-05-02,48,7,34,40,33,46,,,,,,,
Tragerea #1831,2019-05-05,42,28,13,6,19,48,,,,,,,
Tragerea #1832,2019-05-09,13,32,15,43,18,20,,,,,,,
Tragerea #1833,2019-05-12,27,6,11,44,42,24,,,,,,,
Tragerea #1834,2019-05-16,12,46,42,20,17,2,,,,,,,
Tragerea #1835,2019-05-19,43,26,15,11,24,25,,,,,,,
Tragerea #1836,2019-05-23,5,47,38,39,31,22,,,,,,,
Tragerea #1837,2019-05-26,16,43,48,14,19,26,,,,,,,
Tragerea #1838,2019-05-30,1,13,29,6,3,22,,,,,,,
Tragerea #1839,2019-06-02,18,9,26,34,49,11,,,,,,,
Tragerea #1840,2019-06-06,40,24,37,2,11,12,,,,,,,
Tragerea #1841,2019-06-09,25,30,2,49,15,31,,,,,,,
Tragerea #1842,2019-06-13,33,46,4,36,32,47,,,,,,,
Tragerea #1843,2019-06-16,22,42,41,30,34,8,,,,,,,
Tragerea #1844,2019-06-20,14,48,32,11,35,13,,,,,,,
Tragerea #1845,2019-06-23,5,1,11,45,36,8,,,,,,,
Tragerea #1846,2019-06-27,12,28,5,34,21,16,,,,,,,
Tragerea #1847,2019-06-30,3,47,31,25,22,21,,,,,,,
Tragerea #1848,2019-07-04,6,40,22,32,31,12,,,,,,,
Tragerea #1849,2019-07-07,8,40,16,4,48,2,,,,,,,
Tragerea #1850,2019-07-11,42,28,31,3,23,38,,,,,,,
Tragerea #1851,2019-07-14,15,21,28,38,26,13,,,,,,,
Tragerea #1852,2019-07-18,41,16,27,24,4,37,,,,,,,
Tragerea #1853,2019-07-21,1,40,27,35,28,37,,,,,,,
Tragerea #1854,2019-07-25,32,7,40,1,37,11,,,,,,,
Tragerea #1855,2019-07-28,32,40,20,35,4,23,,,,,,,
Tragerea #1856,2019-08-01,6,3,48,25,2,47,,,,,,,
Tragerea #1857,2019-08-04,22,26,42,6,7,24,,,,,,,
Tragerea #1858,2019-08-08,22,30,31,29,10,4,,,,,,,
Tragerea #1859,2019-08-11,25,45,44,37,27,42,,,,,,,
Tragerea #1860,2019-08-15,6,7,9,37,30,31,,,,,,,
Tragerea #1861,2019-08-18,5,40,24,20,8,27,,,,,,,
Tragerea #1862,2019-08-22,39,8,24,46,33,47,,,,,,,
Tragerea #1863,2019-08-25,36,29,2,28,16,34,,,,,,,
Tragerea #1864,2019-08-29,25,1,13,34,28,30,,,,,,,
Tragerea #1865,2019-09-01,36,19,38,44,6,20,,,,,,,
Tragerea #1866,2019-09-05,21,40,3,13,30,6,,,,,,,
Tragerea #1867,2019-09-08,43,4,48,29,44,23,,,,,,,
Tragerea #1868,2019-09-12,8,10,30,26,42,6,,,,,,,
Tragerea #1869,2019-09-15,27,45,25,8,10,39,,,,,,,
Tragerea #1870,2019-09-15,37,8,4,10,28,21,,,,,,,
Tragerea #1871,2019-09-19,5,27,43,18,47,19,,,,,,,
Tragerea #1872,2019-09-22,25,24,27,17,29,20,,,,,,,
Tragerea #1873,2019-09-26,22,37,27,45,43,40,,,,,,,
Tragerea #1874,2019-09-29,14,26,48,43,40,10,,,,,,,
Tragerea #1875,2019-10-03,36,7,11,15,48,8,,,,,,,
Tragerea #1876,2019-10-06,10,29,6,19,38,45,,,,,,,
Tragerea #1877,2019-10-10,21,41,49,30,31,2,,,,,,,
Tragerea #1878,2019-10-13,42,23,35,44,32,1,,,,,,,
Tragerea #1879,2019-10-17,21,41,15,5,6,45,,,,,,,
Tragerea #1880,2019-10-20,32,36,47,49,18,7,,,,,,,
Tragerea #1881,2019-10-24,49,6,27,20,26,28,,,,,,,
Tragerea #1882,2019-10-27,44,9,41,1,49,5,,,,,,,
Tragerea #1883,2019-10-31,38,22,27,24,30,21,,,,,,,
Tragerea #1884,2019-11-03,39,48,1,43,40,31,,,,,,,
Tragerea #1885,2019-11-07,6,19,44,33,37,2,,,,,,,
Tragerea #1886,2019-11-10,10,36,23,12,28,46,,,,,,,
Tragerea #1887,2019-11-14,27,17,30,8,13,16,,,,,,,
Tragerea #1888,2019-11-17,11,17,15,49,33,6,,,,,,,
Tragerea #1889,2019-11-21,4,42,46,43,5,35,,,,,,,
Tragerea #1890,2019-11-24,13,37,44,25,21,49,,,,,,,
Tragerea #1891,2019-11-28,40,4,8,10,1,12,,,,,,,
Tragerea #1892,2019-12-01,40,22,5,33,2,32,,,,,,,
Tragerea #1893,2019-12-01,28,39,40,25,32,31,,,,,,,
Tragerea #1894,2019-12-05,28,36,33,22,43,37,,,,,,,
Tragerea #1895,2019-12-08,43,45,34,27,12,23,,,,,,,
Tragerea #1896,2019-12-12,17,2,47,40,22,19,,,,,,,
Tragerea #1897,2019-12-15,34,41,3,12,16,2,,,,,,,
Tragerea #1898,2019-12-19,8,5,16,26,31,17,,,,,,,
Tragerea #1899,2019-12-22,9,39,16,3,44,24,,,,,,,
Tragerea #1900,2019-12-31,25,16,5,46,35,6,,,,,,,
Tragerea #1901,2019-12-31,14,17,24,8,21,1,,,,,,,
Tragerea #1902,2020-01-05,20,27,26,28,41,3,,,,,,,
Tragerea #1903,2020-01-09,30,40,39,36,18,19,,,,,,,
Tragerea #1904,2020-01-12,45,4,8,44,27,9,,,,,,,
Tragerea #1905,2020-01-16,26,17,19,30,20,23,,,,,,,
Tragerea #1906,2020-01-19,28,11,9,24,47,3,,,,,,,
Tragerea #1907,2020-01-23,39,13,1,24,32,42,,,,,,,
Tragerea #1908,2020-01-26,9,23,28,35,18,45,,,,,,,
Tragerea #1909,2020-01-30,44,41,16,13,15,31,,,,,,,
Tragerea #1910,2020-02-02,7,16,18,8,33,14,,,,,,,
Tragerea #1911,2020-02-06,45,31,13,30,18,4,,,,,,,
Tragerea #1912,2020-02-09,44,6,3,11,15,33,,,,,,,
Tragerea #1913,2020-02-13,4,25,28,48,38,9,,,,,,,
Tragerea #1914,2020-02-16,43,20,12,40,46,13,,,,,,,
Tragerea #1915,2020-02-20,28,6,12,16,34,31,,,,,,,
Tragerea #1916,2020-02-23,39,38,43,40,48,20,,,,,,,
Tragerea #1917,2020-02-27,2,26,20,5,14,42,,,,,,,
Tragerea #1918,2020-03-01,9,49,25,36,38,24,,,,,,,
Tragerea #1919,2020-03-05,21,39,16,6,25,10,,,,,,,
Tragerea #1920,2020-03-08,3,6,39,45,26,21,,,,,,,
Tragerea #1921,2020-03-08,8,10,9,45,27,16,,,,,,,
Tragerea #1922,2020-03-12,27,26,15,10,48,23,,,,,,,
Tragerea #1923,2020-03-15,35,36,32,40,23,4,,,,,,,
Tragerea #1924,2020-03-19,4,8,49,42,11,9,,,,,,,
Tragerea #1925,2020-06-21,2,45,8,22,18,27,,,,,,,
Tragerea #1926,2020-06-25,29,39,40,42,10,14,,,,,,,
Tragerea #1927,2020-06-28,35,13,33,27,16,5,,,,,,,
Tragerea #1928,2020-07-02,27,34,37,8,1,22,,,,,,,
Tragerea #1929,2020-07-05,27,13,41,7,1,16,,,,,,,
Tragerea #1930,2020-07-09,20,37,26,31,36,17,,,,,,,
Tragerea #1931,2020-07-12,23,43,30,44,26,10,,,,,,,
Tragerea #1932,2020-07-16,21,47,46,36,23,13,,,,,,,
Tragerea #1933,2020-07-19,36,43,47,11,2,33,,,,,,,
Tragerea #1934,2020-07-23,25,7,11,6,15,34,,,,,,,
Tragerea #1935,2020-07-26,18,13,19,5,29,8,,,,,,,
Tragerea #1936,2020-07-30,3,38,34,17,12,5,,,,,,,
Tragerea #1937,2020-08-02,47,30,5,28,48,12,,,,,,,
Tragerea #1938,2020-08-06,8,47,3,13,14,23,,,,,,,
Tragerea #1939,2020-08-09,29,36,13,17,27,46,,,,,,,
Tragerea #1940,2020-08-13,12,38,27,35,30,6,,,,,,,
Tragerea #1941,2020-08-16,47,11,17,35,3,29,,,,,,,
Tragerea #1942,2020-08-20,40,27,26,30,12,11,,,,,,,
Tragerea #1943,2020-08-23,47,4,18,20,2,6,,,,,,,
Tragerea #1944,2020-08-27,26,39,17,10,43,19,,,,,,,
Tragerea #1945,2020-08-30,49,1,14,45,18,42,,,,,,,
Tragerea #1946,2020-09-03,29,48,34,12,36,8,,,,,,,
Tragerea #1947,2020-09-06,34,9,46,37,3,2,,,,,,,
Tragerea #1948,2020-09-10,28,9,18,3,43,37,9/13/2020,40,36,47,42,33,16
Tragerea #1949,2020-09-13,41,39,33,3,16,9,,,,,,,
Tragerea #1950,2020-09-17,8,12,47,40,6,30,,,,,,,
Tragerea #1951,2020-09-20,34,4,2,3,35,46,,,,,,,
Tragerea #1952,2020-09-24,2,42,39,22,34,43,,,,,,,
Tragerea #1953,2020-09-27,9,23,45,21,13,4,,,,,,,
Tragerea #1954,2020-10-01,23,15,11,47,35,29,,,,,,,
Tragerea #1955,2020-10-04,48,9,1,30,5,14,,,,,,,
Tragerea #1956,2020-10-08,4,39,27,23,1,15,,,,,,,
Tragerea #1957,2020-10-11,10,33,6,4,7,36,,,,,,,
Tragerea #1958,2020-10-15,25,1,13,23,37,7,,,,,,,
Tragerea #1959,2020-10-18,48,10,36,2,27,23,,,,,,,
Tragerea #1960,2020-10-22,36,33,30,4,17,25,,,,,,,
Tragerea #1961,2020-10-25,36,35,3,24,31,8,,,,,,,
Tragerea #1962,2020-10-29,4,18,31,8,38,42,,,,,,,
Tragerea #1963,2020-11-01,33,24,4,40,12,18,,,,,,,
Tragerea #1964,2020-11-05,4,34,12,25,40,1,,,,,,,
Tragerea #1965,2020-11-08,46,18,20,14,48,5,,,,,,,
Tragerea #1966,2020-11-12,38,14,5,21,31,12,,,,,,,
Tragerea #1967,2020-11-15,16,48,17,46,22,10,,,,,,,
Tragerea #1968,2020-11-19,23,3,34,27,42,39,,,,,,,
Tragerea #1969,2020-11-22,43,1,13,25,12,19,,,,,,,
Tragerea #1970,2020-11-26,44,3,35,13,28,25,,,,,,,
Tragerea #1971,2020-11-29,17,43,25,21,8,10,,,,,,,
Tragerea #1972,2020-12-03,3,24,4,37,44,9,,,,,,,
Tragerea #1973,2020-12-06,13,37,26,17,28,16,,,,,,,
Tragerea #1974,2020-12-06,45,12,31,32,35,14,,,,,,,
Tragerea #1975,2020-12-10,20,27,30,31,49,39,,,,,,,
Tragerea #1976,2020-12-13,15,23,8,36,5,47,,,,,,,
Tragerea #1977,2020-12-17,12,49,38,39,45,29,,,,,,,
Tragerea #1978,2020-12-20,46,27,44,5,16,42,,,,,,,
Tragerea #1979,2020-12-24,43,20,2,8,31,30,,,,,,,
Tragerea #1980,2020-12-31,25,38,41,1,10,36,,,,,,,
Tragerea #1981,2020-12-31,28,18,48,40,45,31,,,,,,,
Tragerea #1982,2021-01-03,7,1,15,36,34,30,,,,,,,
Tragerea #1983,2021-01-07,31,49,45,37,17,16,,,,,,,
Tragerea #1984,2021-01-10,39,26,42,38,10,28,,,,,,,
Tragerea #1985,2021-01-14,39,21,49,26,11,27,,,,,,,
Tragerea #1986,2021-01-17,5,36,3,35,32,2,,,,,,,
Tragerea #1987,2021-01-21,26,1,28,12,49,24,,,,,,,
Tragerea #1988,2021-01-24,12,27,15,9,33,44,,,,,,,
Tragerea #1989,2021-01-28,22,24,11,19,35,30,,,,,,,
Tragerea #1990,2021-01-31,40,11,18,33,20,14,,,,,,,
Tragerea #1991,2021-02-04,36,8,20,34,32,30,,,,,,,
Tragerea #1992,2021-02-07,41,49,5,20,14,1,,,,,,,
Tragerea #1993,2021-02-11,43,35,25,6,16,8,,,,,,,
Tragerea #1994,2021-02-14,15,33,32,47,17,11,,,,,,,
Tragerea #1995,2021-02-18,16,38,30,42,8,1,,,,,,,
Tragerea #1996,2021-02-21,30,24,3,12,10,42,,,,,,,
Tragerea #1997,2021-02-25,10,27,34,12,9,31,,,,,,,
Tragerea #1998,2021-02-28,40,45,6,39,9,14,,,,,,,
Tragerea #1999,2021-03-04,7,21,36,19,1,16,,,,,,,
Tragerea #2000,2021-03-07,27,3,10,29,5,9,,,,,,,
Tragerea #2001,2021-03-07,1,17,27,19,44,9,,,,,,,
Tragerea #2002,2021-03-11,12,19,9,1,40,5,,,,,,,
Tragerea #2003,2021-03-14,26,40,35,39,37,5,,,,,,,
Tragerea #2004,2021-03-18,3,38,31,39,5,29,,,,,,,
Tragerea #2005,2021-03-21,27,17,10,4,19,43,,,,,,,
Tragerea #2006,2021-03-25,29,3,34,39,26,36,,,,,,,
Tragerea #2007,2021-03-28,47,13,7,30,42,19,,,,,,,
Tragerea #2008,2021-04-01,15,25,16,21,12,5,,,,,,,
Tragerea #2009,2021-04-04,4,2,3,10,41,26,,,,,,,
Tragerea #2010,2021-04-08,26,9,6,13,32,31,,,,,,,
Tragerea #2011,2021-04-11,12,17,4,44,11,27,,,,,,,
Tragerea #2012,2021-04-15,15,48,29,47,18,42,,,,,,,
Tragerea #2013,2021-04-18,12,22,36,6,23,37,,,,,,,
Tragerea #2014,2021-04-22,26,46,20,39,8,5,,,,,,,
Tragerea #2015,2021-04-25,27,42,48,44,46,23,,,,,,,
Tragerea #2016,2021-05-01,30,46,40,16,5,43,,,,,,,
Tragerea #2017,2021-05-01,43,7,20,47,48,5,,,,,,,
Tragerea #2018,2021-05-06,35,7,22,20,37,32,,,,,,,
